,id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime
1558,59,2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,"Action,Animation,Comedy",tt2091256,89.0
1559,60,2015-04-17,Paul Blart: Mall Cop 2,38000000,71091594,"Action,Comedy,Crime",tt3450650,94.0
1560,61,1997-12-19,Mouse Hunt,38000000,61894591,,,
1561,62,2016-12-23,Why Him?,38000000,60323786,Comedy,tt4501244,111.0
1562,63,2011-04-22,Water for Elephants,38000000,58709717,"Drama,Romance",tt1067583,120.0
1563,64,2010-10-08,Life as We Know It,38000000,53374681,"Comedy,Drama,Romance",tt1055292,114.0
1564,65,1999-12-29,The Hurricane,38000000,50699241,,,
1565,66,2013-09-06,Riddick,38000000,42025135,"Action,Adventure,Sci-Fi",tt1411250,119.0
1566,67,2001-03-23,Heartbreakers,38000000,40334024,,,
1567,68,2002-05-24,Enough,38000000,39177215,"Drama,History",tt2926198,96.0
1568,69,2016-01-22,The 5th Wave,38000000,34912982,"Action,Adventure,Drama",tt2304933,112.0
1569,70,2009-02-06,Push,38000000,31811527,"Crime,Thriller",tt3481236,
1570,71,2013-09-20,Rush,38000000,26947624,"Action,Biography,Drama",tt1979320,123.0
1571,72,2001-05-18,Angel Eyes,38000000,24044532,,,
1572,73,2001-12-21,Joe Somebody,38000000,22770864,,,
1573,74,2000-03-10,The Ninth Gate,38000000,18653746,,,
1574,75,2017-10-20,Only the Brave,38000000,18340051,"Action,Biography,Drama",tt3829920,134.0
1575,76,1996-09-27,Extreme Measures,38000000,17378193,,,
1576,77,2011-10-14,The Thing,38000000,16999934,"Horror,Mystery,Sci-Fi",tt0905372,103.0
1577,78,2001-09-07,Rock Star,38000000,16991902,"Action,Drama,Romance",tt5024572,
1578,79,1996-02-02,White Squall,38000000,10229300,,,
1579,80,2008-10-10,City of Ember,38000000,7873007,,,
1580,81,1997-10-31,Switchback,38000000,6504442,,,
1581,82,2018-09-21,The Sisters Brothers,38000000,3143056,"Adventure,Comedy,Crime",tt4971344,122.0
1582,83,2001-11-30,Texas Rangers,38000000,623374,,,
1583,84,2008-08-26,Virgin Territory,38000000,0,,,
1584,85,2019-01-11,The Upside,37500000,108235497,"Comedy,Drama",tt1987680,126.0
1585,86,2012-05-18,What to Expect When You're Expecting,37500000,41152203,"Comedy,Drama,Romance",tt1586265,110.0
1586,87,2012-09-14,The Master,37500000,16247159,Drama,tt1560747,138.0
1587,88,2008-10-10,The Express,37500000,9793406,"Horror,Thriller",tt6413518,90.0
1588,89,2008-11-21,Twilight,37000000,192769854,Documentary,tt8125482,7.0
1589,90,2013-08-07,We're the Millers,37000000,150394119,"Comedy,Crime",tt1723121,110.0
1590,91,2015-11-25,Creed,37000000,109767581,Horror,tt1632705,77.0
1591,92,2010-09-17,The Town,37000000,92186262,"Crime,Drama,Thriller",tt0840361,125.0
1592,93,2011-09-23,Dolphin Tale,37000000,72286779,"Drama,Family",tt1564349,113.0
1593,94,2018-02-23,Game Night,37000000,69179066,Comedy,tt2355597,
1594,95,2008-09-12,Burn After Reading,37000000,60355347,,,
1595,96,2004-04-23,13 Going On 30,37000000,57139723,,,
1596,97,2008-04-04,Nim's Island,37000000,48006762,,,
1597,98,2016-02-12,How to be Single,37000000,46843513,,,
1598,99,2010-02-26,Cop Out,37000000,44875481,"Action,Comedy,Crime",tt1385867,107.0
1599,100,2011-01-28,The Rite,37000000,33047633,"Drama,Horror,Mystery",tt1161864,114.0
1600,1,2008-07-18,Space Chimps,37000000,30105968,,,
1601,2,1999-12-17,Magnolia,37000000,22450975,"Drama,Family,Romance",tt7666988,85.0
1602,3,2015-05-29,Aloha,37000000,21052030,"Comedy,Drama,Romance",tt1243974,105.0
1603,4,2009-12-31,Obitaemyy ostrov,36500000,0,,,
1604,5,2018-10-05,A Star is Born,36000000,215288866,"Documentary,Music",tt1776364,75.0
1605,6,2011-02-11,Gnomeo and Juliet,36000000,99967670,,,
1606,7,2002-02-15,John Q,36000000,71026631,,,
1607,8,1999-09-17,Blue Streak,36000000,68208190,,,
1608,9,1983-10-07,Never Say Never Again,36000000,55500000,,,
1609,10,2010-03-26,Hot Tub Time Machine,36000000,50269859,"Comedy,Sci-Fi",tt1231587,101.0
1610,11,1997-05-02,Breakdown,36000000,50159144,"Drama,Thriller",tt3381610,110.0
1611,12,2014-09-12,Dolphin Tale 2,36000000,42024533,"Drama,Family",tt2978462,107.0
1612,13,2016-12-16,Collateral Beauty,36000000,31016021,"Drama,Romance",tt4682786,97.0
1613,14,2003-04-04,A Man Apart,36000000,26500000,,,
1614,15,2000-02-25,Reindeer Games,36000000,23360779,,,
1615,16,1999-12-24,Snow Falling on Cedars,36000000,14378353,,,
1616,17,1996-12-20,Ghosts of Mississippi,36000000,13052741,,,
1617,18,1997-10-24,Gattaca,36000000,12532777,,,
1618,19,2000-01-28,Isn't She Great,36000000,2954405,,,
1619,20,2016-01-22,Yip Man 3,36000000,2679437,,,
1620,21,2011-05-06,There Be Dragons,36000000,1069334,"Biography,Drama,War",tt1316616,122.0
1621,22,2017-04-14,Queen of the Desert,36000000,0,"Adventure,Biography,Drama",tt1837636,128.0
1622,23,2003-03-28,Head of State,35200000,37788228,Comedy,tt5358844,
1623,24,2017-09-08,It,35000000,327481748,"Horror,Thriller",tt1396484,135.0
1624,25,2009-06-05,The Hangover,35000000,277322503,,,
1625,26,2009-11-20,The Blind Side,35000000,255959475,,,
1626,27,1989-06-23,Batman,35000000,251188924,,,
1627,28,1999-06-10,Austin Powers: The Spy Who Shagged Me,35000000,206040085,,,
1628,29,2010-12-22,True Grit,35000000,171243005,"Adventure,Drama,Western",tt1403865,110.0
1629,30,1992-05-15,Lethal Weapon 3,35000000,144731527,,,
1630,31,1998-09-18,Rush Hour,35000000,141186864,Documentary,tt7620218,80.0
1631,32,2013-02-08,Identity Thief,35000000,134506920,"Adventure,Comedy,Crime",tt2024432,111.0
1632,33,2006-06-30,The Devil Wears Prada,35000000,124740460,,,
1633,34,2011-07-08,Horrible Bosses,35000000,117538559,"Comedy,Crime",tt1499658,98.0
1634,35,2001-03-30,Spy Kids,35000000,112692062,,,
1635,36,2015-07-17,Trainwreck,35000000,110212700,"Comedy,Drama,Romance",tt3152624,125.0
1636,37,2013-12-13,Saving Mr. Banks,35000000,83299761,"Biography,Comedy,Drama",tt2140373,125.0
1637,38,1979-12-07,Star Trek: The Motion Picture,35000000,82258456,,,
1638,39,2008-03-28,21,35000000,81159365,Horror,tt5097012,98.0
1639,40,2008-05-09,What Happens in Vegas...,35000000,80277646,,,
1640,41,1991-11-15,Cape Fear,35000000,79091969,,,
1641,42,1996-11-15,The English Patient,35000000,78716374,,,
1642,43,2009-01-16,Hotel for Dogs,35000000,73178547,,,
1643,44,2005-03-25,Guess Who,35000000,68915888,,,
1644,45,2012-12-21,This is 40,35000000,67544505,,,
1645,46,1997-09-19,L.A. Confidential,35000000,64604977,,,
1646,47,2005-07-29,Sky High,35000000,63939454,"Adventure,Documentary,Drama",tt2466604,70.0
1647,48,1997-09-19,In & Out,35000000,63826569,,,
1648,49,2010-04-30,A Nightmare on Elm Street,35000000,63075011,"Crime,Drama,Horror",tt1179056,95.0
1649,50,2000-08-18,The Cell,35000000,61280963,,,
1650,51,1995-07-07,Species,35000000,60054449,,,
1651,52,2006-04-07,The Benchwarmers,35000000,59843754,,,
1652,53,2010-10-08,Secretariat,35000000,59699513,"Biography,Drama,Family",tt1028576,123.0
1653,54,1998-03-13,The Man in the Iron Mask,35000000,56968169,,,
1654,55,2011-07-22,Friends with Benefits,35000000,55802754,"Comedy,Romance",tt1632708,109.0
1655,56,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,Comedy,tt4438848,92.0
1656,57,2007-03-23,TMNT,35000000,54149098,,,
1657,58,2003-10-24,Radio,35000000,52333738,Thriller,tt2780192,
1658,59,2018-06-29,Sicario: Day of the Soldado,35000000,50065850,"Action,Crime,Drama",tt5052474,122.0
1659,60,2009-11-25,Old Dogs,35000000,49492060,,,
1660,61,1992-11-18,Malcolm X,35000000,48169910,,,
1661,62,2015-05-22,Poltergeist,35000000,47425125,"Horror,Thriller",tt1029360,93.0
1662,63,2018-10-12,Goosebumps 2: Haunted Halloween,35000000,46697321,"Adventure,Comedy,Family",tt5664636,90.0
1663,64,2018-01-19,12 Strong,35000000,45819713,"Action,Drama,History",tt1413492,130.0
1664,65,2009-01-23,Underworld 3: Rise of the Lycans,35000000,45802315,,,
1665,66,2005-07-29,Must Love Dogs,35000000,43894863,,,
1666,67,2007-07-03,License to Wed,35000000,43799818,,,
1667,68,1997-02-28,Donnie Brasco,35000000,41954997,,,
1668,69,2008-10-17,Max Payne,35000000,40689393,,,
1669,70,2002-03-15,Resident Evil,35000000,40119709,,,
1670,71,2004-03-26,The Ladykillers,35000000,39692139,,,
1671,72,2011-05-06,Something Borrowed,35000000,39046489,"Comedy,Drama,Romance",tt0491152,112.0
1672,73,2006-12-01,The Nativity Story,35000000,37629831,,,
1673,74,2011-10-28,In Time,35000000,37553932,"Action,Crime,Drama",tt1637688,109.0
1674,75,2010-04-23,The Back-up Plan,35000000,37490007,"Comedy,Romance",tt1212436,104.0
1675,76,2011-11-09,J. Edgar,35000000,37306030,"Biography,Crime,Drama",tt1616195,137.0
1676,77,2000-11-17,Bounce,35000000,36805288,,,
1677,78,2018-08-17,Mile 22,35000000,36108758,"Action,Adventure,Thriller",tt4560436,94.0
1678,79,2015-05-08,Hot Pursuit,35000000,34580201,"Action,Comedy,Crime",tt2967224,87.0
1679,80,2015-12-25,Concussion,35000000,34531832,Drama,tt2296697,96.0
1680,81,2017-10-13,The Foreigner,35000000,34393507,"Action,Thriller",tt1615160,113.0
1681,82,2004-12-03,Closer,35000000,33987757,Drama,tt3667264,87.0
1682,83,1994-12-23,Street Fighter,35000000,33423000,,,
1683,84,2001-11-21,Black Knight,35000000,33422806,,,
1684,85,2005-07-22,The Bad News Bears,35000000,32868349,,,
1685,86,2002-12-27,The Pianist,35000000,32519322,,,
1686,87,2005-05-06,House of Wax,35000000,32064800,,,
1687,88,2001-10-19,From Hell,35000000,31598308,,,
1688,89,2018-06-01,Adrift,35000000,31445011,Drama,tt2168766,
1689,90,2008-08-15,Mirrors,35000000,30691439,Documentary,tt4946644,
1690,91,2017-01-06,Underworld: Blood Wars,35000000,30353973,"Action,Adventure,Fantasy",tt3717252,91.0
1691,92,2002-02-22,Queen of the Damned,35000000,30307804,,,
1692,93,2010-08-20,Nanny McPhee and the Big Bang,35000000,29197642,,,
1693,94,2008-01-25,Untraceable,35000000,28687835,,,
1694,95,1990-11-21,Predator 2,35000000,28317513,,,
1695,96,2011-09-23,Abduction,35000000,28087155,"Action,Mystery,Thriller",tt1600195,106.0
1696,97,1980-12-05,Flash Gordon,35000000,27107960,,,
1697,98,2008-03-28,Superhero Movie,35000000,26638520,,,
1698,99,1999-02-12,Blast from the Past,35000000,26613620,,,
1699,100,2012-10-19,Alex Cross,35000000,25888412,"Action,Crime,Mystery",tt1712170,101.0
1700,1,2004-03-26,Jersey Girl,35000000,25266129,,,
1701,2,1997-11-21,Midnight in the Garden of Good and Evil,35000000,25078937,,,
1702,3,2016-09-16,Bridget Jonesâs Baby,35000000,24139805,,,
1703,4,2001-11-09,Heist,35000000,23483357,"Action,Crime,Thriller",tt3276924,93.0
1704,5,1992-12-25,Hoffa,35000000,23365858,,,
1705,6,2016-03-04,Whiskey Tango Foxtrot,35000000,23083334,"Biography,Comedy,Drama",tt3553442,112.0
1706,7,2004-04-09,Ella Enchanted,35000000,22913677,,,
1707,8,2015-08-21,Hitman: Agent 47,35000000,22467450,"Action,Adventure,Crime",tt2679042,96.0
1708,9,2008-07-25,The X-Files: I Want to Believe,35000000,20982478,,,
1709,10,2012-08-24,Premium Rush,35000000,20275446,"Action,Crime,Thriller",tt1547234,91.0
1710,11,2013-01-18,Broken City,35000000,19701164,"Crime,Drama,Thriller",tt1235522,109.0
1711,12,2005-08-19,Valiant,35000000,19478106,,,
1712,13,2000-02-23,Wonder Boys,35000000,19389454,"Crime,Thriller",tt9095294,144.0
1713,14,2005-02-25,Cursed,35000000,19294901,"Drama,War",tt3705608,112.0
1714,15,2007-12-21,Walk Hard: The Dewey Cox Story,35000000,18317151,,,
1715,16,2002-09-20,The Four Feathers,35000000,18306166,,,
1716,17,2010-04-30,Furry Vengeance,35000000,17630465,"Comedy,Family",tt0492389,92.0
1717,18,2013-01-25,Parker,35000000,17616641,"Action,Crime,Thriller",tt1904996,118.0
1718,19,2004-09-17,Wimbledon,35000000,16862585,,,
1719,20,2000-09-15,Bait,35000000,15325127,"Action,Adventure,Drama",tt1438173,93.0
1720,21,2000-12-08,Dungeons and Dragons,35000000,15185241,,,
1721,22,2007-11-09,Lions for Lambs,35000000,14998070,,,
1722,23,1991-01-18,Flight of the Intruder,35000000,14471440,,,
1723,24,2011-05-27,The Tree of Life,35000000,13305665,"Drama,Fantasy",tt0478304,139.0
1724,25,2001-08-17,American Outlaws,35000000,13264986,,,
1725,26,2006-08-11,Zoom,35000000,11989328,"Animation,Comedy,Drama",tt3763866,96.0
1726,27,2001-12-25,The Shipping News,35000000,11405825,,,
1727,28,2009-12-18,The Young Victoria,35000000,11001272,,,
1728,29,2014-03-28,Sabotage,35000000,10508518,"Action,Crime,Drama",tt1742334,109.0
1729,30,1998-09-04,Knock Off,35000000,10319915,,,
1730,31,2009-09-11,Whiteout,35000000,10275638,,,
1731,32,2015-03-06,Unfinished Business,35000000,10219501,"Drama,Family",tt2126400,107.0
1732,33,2015-09-30,The Walk,35000000,10161183,"Crime,Thriller",tt2159988,89.0
1733,34,2006-11-22,The Fountain,35000000,10144010,,,
1734,35,2013-11-29,Mandela: Long Walk to Freedom,35000000,8323085,"Biography,Drama,History",tt2304771,141.0
1735,36,2008-12-05,Punisher: War Zone,35000000,8050977,,,
1736,37,2003-09-05,The Order,35000000,7659747,,,
1737,38,2006-11-10,A Good Year,35000000,7459300,,,
1738,39,2016-03-11,The Brothers Grimsby,35000000,6864016,"Action,Adventure,Comedy",tt3381008,83.0
1739,40,2017-10-20,The Snowman,35000000,6670765,"Crime,Drama,Mystery",tt1758810,119.0
1740,41,2002-11-06,Femme Fatale,35000000,6630252,,,
1741,42,1997-05-02,Warriors of Virtue,35000000,6448817,,,
1742,43,2003-09-26,Luther,35000000,5781086,,,
1743,44,2011-01-28,Biutiful,35000000,5101237,"Drama,Romance",tt1164999,148.0
1744,45,1992-02-21,Radio Flyer,35000000,4651977,,,
1745,46,1993-04-16,Bound by Honor,35000000,4496583,,,
1746,47,2016-04-22,A Hologram for the King,35000000,4212494,"Comedy,Drama,Romance",tt2980210,98.0
1747,48,1997-02-28,Smilla's Sense of Snow,35000000,2221994,,,
1748,49,1986-10-03,Playing for Keeps,35000000,2000000,"Comedy,Romance,Sport",tt1540128,105.0
1749,50,1980-01-01,Lion of the Desert,35000000,1500000,,,
1750,51,1996-04-19,Le hussard sur le toit,35000000,1320043,,,
1751,52,1999-11-24,Ride With the Devil,35000000,630779,,,
1752,53,2012-09-14,Stolen,35000000,289773,"Action,Crime,Thriller",tt1656186,96.0
1753,54,2011-10-14,Trespass,35000000,16816,"Crime,Drama,Thriller",tt1674784,91.0
1754,55,2006-09-22,Bandidas,35000000,0,,,
1755,56,2015-03-13,The Lovers,35000000,0,"Action,Adventure,Romance",tt1321869,109.0
1756,57,2008-12-31,Black Water Transit,35000000,0,,,
1757,58,2011-12-25,The Darkest Hour,34800000,21443494,"Action,Adventure,Horror",tt1093357,89.0
1758,59,2017-06-28,Baby Driver,34000000,107825862,"Action,Crime,Drama",tt3890160,113.0
1759,60,2014-09-19,The Maze Runner,34000000,102427862,"Action,Mystery,Sci-Fi",tt1790864,113.0
1760,61,2015-04-10,The Longest Ride,34000000,37446117,"Drama,Romance",tt2726560,123.0
1761,62,1993-09-17,The Age of Innocence,34000000,32014993,Drama,tt5004902,95.0
1762,63,2009-08-14,Gake no ue no Ponyo,34000000,15090399,,,
1763,64,2018-08-03,The Darkest Minds,34000000,12695691,"Action,Adventure,Drama",tt4073790,104.0
1764,65,1999-09-01,Chill Factor,34000000,11263966,,,
1765,66,1999-08-27,The Astronaut's Wife,34000000,10672566,,,
1766,67,2000-05-05,I Dreamed of Africa,34000000,6543194,,,
1767,68,2014-09-05,Thunder and the House of Magic,34000000,4091,"Adventure,Animation,Comedy",tt3148834,85.0
1768,69,1981-12-04,Reds,33500000,50000000,,,
1769,70,1992-12-11,A Few Good Men,33000000,141340178,,,
1770,71,2000-06-02,Big Momma's House,33000000,117559438,,,
1771,72,2001-03-16,Exit Wounds,33000000,51758599,"Documentary,Drama,War",tt4706692,11.0
1772,73,2016-07-08,Mike and Dave Need Wedding Dates,33000000,46009673,"Adventure,Comedy,Romance",tt2823054,98.0
1773,74,2012-07-27,Step Up Revolution,33000000,35074677,"Drama,Music,Romance",tt1800741,99.0
1774,75,2006-08-18,Snakes on a Plane,33000000,34020814,,,
1775,76,2004-04-16,The Punisher,33000000,33664370,,,
1776,77,2000-09-08,The Watcher,33000000,28946615,Drama,tt3252624,75.0
1777,78,2012-04-27,Safe,33000000,17142080,"Action,Crime,Thriller",tt1656190,94.0
1778,79,2008-03-14,Doomsday,33000000,11008770,"Action,Sci-Fi",tt2805976,95.0
1779,80,1999-04-23,Pushing Tin,33000000,8408835,,,
1780,81,2006-05-12,Goal! The Dream Begins,33000000,4283255,,,
1781,82,2015-07-31,The Young and Prodigious T.S. Spivet,33000000,176847,"Action,Adventure,Comedy",tt1981107,105.0
1782,83,2015-10-30,Freaks of Nature,33000000,70958,"Comedy,Horror,Sci-Fi",tt1817771,92.0
1783,84,1983-05-25,Star Wars Ep. VI: Return of the Jedi,32500000,309205079,,,
1784,85,2011-05-13,Bridesmaids,32500000,169211718,"Comedy,Romance",tt1478338,125.0
1785,86,2008-12-10,The Reader,32500000,34194407,,,
1786,87,2013-04-26,The Big Wedding,32500000,21819348,"Comedy,Drama,Romance",tt1931435,89.0
1787,88,2012-02-24,Wanderlust,32500000,17288155,Fantasy,tt10375030,
1788,89,2003-11-07,Elf,32000000,173840591,,,
1789,90,1996-07-05,Phenomenon,32000000,104636382,Drama,tt6209808,
1790,91,2013-06-12,This is the End,32000000,101470202,,,
1791,92,2002-01-18,Snow Dogs,32000000,81150692,,,
1792,93,2006-06-16,Nacho Libre,32000000,80197993,,,
1793,94,1988-11-23,Scrooged,32000000,59450353,,,
1794,95,2010-08-27,Takers,32000000,57744720,"Action,Crime,Thriller",tt1135084,107.0
1795,96,2011-04-01,Source Code,32000000,54712227,"Action,Drama,Sci-Fi",tt0945513,93.0
1796,97,1999-09-10,Stigmata,32000000,50041732,,,
1797,98,2000-11-10,Men of Honor,32000000,48814909,,,
1798,99,2018-04-20,I Feel Pretty,32000000,48795601,"Comedy,Romance",tt6791096,110.0
1799,100,2005-09-02,The Transporter 2,32000000,43095856,,,
1800,1,2011-02-18,"Big Mommas: Like Father, Like Son",32000000,37915414,"Action,Comedy,Crime",tt1464174,107.0
1801,2,1993-01-15,Alive,32000000,36299670,Drama,tt3797214,179.0
1802,3,2007-02-23,The Number 23,32000000,35193167,,,
1803,4,1979-12-14,1941,32000000,34175000,,,
1804,5,2005-10-21,Dreamer: Inspired by a True Story,32000000,33022286,,,
1805,6,2005-09-23,A History of Violence,32000000,31493782,,,
1806,7,2013-03-15,The Incredible Burt Wonderstone,32000000,22537881,"Adventure,Comedy,Fantasy",tt0790628,100.0
1807,8,1995-02-10,The Quick and the Dead,32000000,18552460,,,
1808,9,2004-04-30,Laws of Attraction,32000000,17848322,,,
1809,10,2018-10-12,Bad Times at the El Royale,32000000,17839115,"Crime,Drama,Mystery",tt6628394,141.0
1810,11,2010-09-03,Going the Distance,32000000,17804299,"Comedy,Romance",tt1322312,102.0
1811,12,1999-10-22,Bringing Out The Dead,32000000,16640210,,,
1812,13,2010-03-19,Repo Men,32000000,13942007,"Action,Crime,Sci-Fi",tt1053424,111.0
1813,14,2007-09-14,Dragon Wars: D-War,32000000,10977721,,,
1814,15,1996-09-06,Bogus,32000000,4357406,,,
1815,16,1997-03-26,Cats Don't Dance,32000000,3588602,,,
1816,17,1999-12-08,Cradle Will Rock,32000000,2899970,,,
1817,18,2006-12-15,The Good German,32000000,1308696,,,
1818,19,2004-12-31,George and the Dragon,32000000,0,,,
1819,20,1979-08-15,Apocalypse Now,31500000,78800000,,,
1820,21,2016-04-15,Criminal,31500000,14708696,"Action,Crime,Drama",tt2093091,
1821,22,2013-04-12,42,31000000,95020213,"Biography,Drama,Sport",tt0453562,128.0
1822,23,2012-11-02,Flight,31000000,93772375,"Drama,Thriller",tt1907668,138.0
1823,24,1995-12-29,Mr. Hollandâs Opus,31000000,82582604,,,
1824,25,1985-12-18,Out of Africa,31000000,79096868,,,
1825,26,1979-06-29,Moonraker,31000000,70300000,,,
1826,27,2014-03-07,The Grand Budapest Hotel,31000000,59076019,"Adventure,Comedy,Crime",tt2278388,99.0
1827,28,2015-07-29,Vacation,31000000,58884188,"Adventure,Comedy",tt1524930,99.0
1828,29,1990-07-18,Arachnophobia,31000000,53208180,,,
1829,30,2019-02-13,Isnât it Romantic,31000000,48791187,,,
1830,31,2000-04-28,Frequency,31000000,44983704,"Sci-Fi,Thriller",tt2353965,60.0
1831,32,2001-09-28,Hearts in Atlantis,31000000,24185781,,,
1832,33,2010-01-22,Extraordinary Measures,31000000,12482741,Drama,tt1244659,106.0
1833,34,2017-08-25,Birth of the Dragon,31000000,6901965,"Action,Biography,Drama",tt2720826,95.0
1834,35,1995-10-20,Get Shorty,30250000,72021008,,,
1835,36,1984-06-08,Ghostbusters,30000000,242212467,"Action,Comedy,Fantasy",tt1289401,116.0
1836,37,1995-11-22,Toy Story,30000000,191796233,,,
1837,38,2018-08-15,Crazy Rich Asians,30000000,174532921,"Comedy,Romance",tt3104988,120.0
1838,39,2002-12-27,Chicago,30000000,170687518,Documentary,tt1966382,
1839,40,1999-06-25,Big Daddy,30000000,163479795,Drama,tt6673682,138.0
1840,41,2001-08-10,American Pie 2,30000000,145096820,,,
